#{"t_start": 1763544255.1246347, "env_id": "None"}
r,l,t
141.33421,67,2488.429186
148.49739,37,2488.540642
139.41597,40,2488.610979
198.02362,31,2488.619951
192.57848,57,2488.643754
109.84916,46,2488.698363
128.71428,74,2488.814383
160.46065,35,2488.883636
142.3717,44,2489.148203
106.872215,77,2489.199686
146.93843,59,2489.19973
138.02226,37,2489.257811
-2018.2474,1600,2489.377158
115.031006,143,2490.496756
145.0608,43,2490.633286
191.21602,47,2490.66444
105.612,158,2490.717179
161.96742,40,2491.004111
96.81856,170,2491.042975
118.15318,45,2491.09385
-579.61804,401,2491.168406
166.4268,81,2491.168448
158.565,67,2491.378025
175.37297,34,2491.400334
172.98592,34,2491.515308
168.03796,35,2491.524018
76.4012,212,2491.702654
115.24651,51,2491.88103
-2008.5547,1600,2491.892842
181.35344,41,2491.91711
112.389854,189,2492.001562
185.16586,28,2492.158771
144.36447,86,2492.192006
175.5475,34,2492.201607
124.384125,76,2492.231897
147.80809,36,2492.251225
163.72006,40,2492.371153
-23.012896,266,2492.411524
189.57222,28,2492.496969
167.18419,95,2492.603773
29.433176,249,2492.6535
128.40308,62,2492.717241
195.73607,29,2492.74412
92.86985,54,2492.849634
139.31935,51,2492.859195
198.47508,32,2492.877619
-457.0019,203,2492.917175
184.28857,35,2492.951218
75.66493,81,2492.970834
56.983955,89,2492.987096
139.98138,38,2493.083976
42.997948,368,2493.164371
170.68512,34,2493.182045
168.48048,32,2493.358579
117.121765,51,2493.368833
167.05916,60,2493.378829
84.41171,76,2493.387329
131.6152,53,2493.416925
199.7123,33,2493.460697
169.06726,33,2493.721076
153.57559,44,2493.754496
148.6625,49,2493.815947
169.94917,41,2493.83955
102.73531,77,2493.851359
119.53935,106,2493.924016
-1057.0087,1600,2493.94344
132.8649,36,2494.155439
125.737976,49,2494.172813
165.58267,36,2494.172856
172.78806,31,2494.227667
184.19533,31,2494.442226
171.91061,34,2494.543999
-1105.2256,1600,2494.564051
95.67914,48,2494.626574
116.21976,77,2494.652771
149.13326,89,2494.682625
46.96781,146,2494.714253
204.90215,26,2494.794733
182.5501,30,2494.917804
-351.90674,54,2495.114167
116.86764,142,2495.124454
104.5974,48,2495.138407
41.792404,235,2495.205152
109.59053,57,2495.311237
164.67052,38,2495.320302
162.4776,58,2495.395265
120.174225,210,2495.395323
173.39832,31,2495.434598
130.31354,35,2495.497259
165.67175,33,2495.732725
135.47966,43,2495.744684
147.01427,35,2495.756133
153.67664,34,2495.777044
127.48715,36,2495.847006
-50.075447,406,2495.996282
188.56787,30,2496.00474
98.99107,97,2496.226896
107.05796,53,2496.238408
128.41046,59,2496.258554
121.42757,43,2496.731694
118.87743,67,2496.788464
140.11507,73,2497.022672
50.09946,213,2497.089885
20.674429,257,2497.275513
147.92368,56,2497.286388
183.48404,30,2497.388095
74.9923,55,2497.575742
138.32724,37,2497.674528
176.14503,34,2497.751107
136.77628,52,2497.816348
139.64136,43,2498.027853
175.9219,35,2498.118609
-706.9085,367,2498.135359
9.6591625,217,2498.237149
166.19717,39,2498.247365
151.66006,39,2498.544737
123.70234,37,2498.621851
57.77356,93,2498.647797
93.20635,61,2498.673513
88.28758,208,2498.722101
129.7106,55,2498.793589
129.3866,74,2498.881049
205.83063,36,2498.902797
154.17688,44,2499.070982
178.30449,37,2499.100739
107.800606,39,2499.194874
200.47748,31,2499.205676
13.5037775,367,2499.205725
137.29713,59,2499.253344
143.93019,35,2499.262545
50.279,246,2499.314683
172.1348,32,2499.523358
170.8244,32,2499.578791
152.6094,38,2499.578843
-11.086176,296,2499.599969
188.34613,30,2499.625309
110.36214,48,2499.758472
162.68672,33,2499.914197
185.12724,32,2499.94019
152.97604,43,2499.96098
151.55203,97,2500.047063
100.79923,144,2500.12503
71.25941,57,2500.14296
74.47072,50,2500.235615
174.4036,33,2500.259662
183.98276,30,2500.436131
124.04778,51,2500.549763
149.49208,72,2500.616051
136.45236,38,2500.616096
148.9897,37,2500.627063
149.89153,54,2500.665017
183.41736,35,2500.788102
82.89136,122,2500.806306
150.52827,36,2500.916792
183.15082,31,2500.936464
187.6231,29,2500.956854
107.26726,117,2501.131121
155.38283,35,2501.17255
163.97592,39,2501.193672
111.81464,64,2501.289243
171.21388,38,2501.335709
90.339355,70,2501.347361
186.95763,37,2501.527394
64.96866,58,2501.565655
183.50826,31,2501.671923
149.23506,48,2501.855721
-286.26044,271,2501.969394
203.47063,38,2502.076943
169.85854,32,2502.176236
97.04174,105,2502.282528
112.10229,74,2502.30003
157.67165,104,2502.625292
-613.16724,958,2502.661348
179.60428,40,2502.677058
103.05821,142,2502.734819
146.08954,59,2502.829865
180.69676,29,2502.888831
121.96869,39,2503.024524
114.87879,49,2503.636676
169.53143,30,2503.678461
158.56944,43,2503.758024
94.79595,74,2503.979506
108.96073,47,2504.032057
166.40253,35,2504.074273
15.238806,268,2504.140403
194.61398,27,2504.261534
127.06846,39,2504.446857
192.57266,32,2504.500019
111.29722,82,2504.531023
-1450.8673,1600,2504.653657
41.880383,290,2504.693235
179.47571,30,2504.891316
132.72942,44,2505.162115
75.1687,88,2505.285905
145.984,53,2505.518337
180.14337,28,2505.623319
53.670357,96,2505.631492
-798.38214,599,2505.852101
33.42835,329,2505.968015
139.86856,43,2505.96807
153.4245,45,2506.1041
72.502655,77,2506.489326
106.19372,72,2506.666767
99.41776,78,2506.844168
128.29938,198,2506.913038
131.0029,49,2506.988859
169.19087,37,2507.050601
148.3367,36,2507.24364
172.24084,33,2507.382717
157.63734,32,2507.422238
-1620.0659,1600,2507.456037
108.360954,124,2507.478239
-425.11136,310,2507.562954
178.28279,28,2507.744541
126.47795,35,2507.886955
78.45353,49,2507.939063
-615.5113,391,2508.148441
-1280.5122,1600,2508.170197
-39.863274,271,2508.206038
-91.75311,510,2508.227234
-47.645992,335,2508.227283
173.70724,32,2508.239322
183.51546,29,2508.478695
197.69641,29,2508.531038
174.934,73,2508.561705
149.62651,37,2508.581153
150.68661,61,2508.617948
149.48686,39,2508.66929
52.157913,110,2508.703539
16.299034,243,2508.703584
180.74484,42,2508.714536
168.53944,35,2508.984262
185.49852,42,2509.093206
140.9981,38,2509.126904
145.58318,65,2509.278706
156.57454,38,2509.499323
165.78183,82,2509.56804
121.69248,52,2509.625089
128.27385,41,2509.704983
175.88773,31,2509.853116
82.83234,272,2509.943048
181.80739,31,2509.982632
138.4467,54,2510.195665
140.1047,35,2510.264087
93.61308,155,2510.376607
94.02044,282,2510.389583
141.74693,41,2510.429064
-4.8290997,261,2510.466954
98.39437,45,2510.512926
145.23994,82,2511.799439
154.90408,40,2511.864991
176.91388,31,2511.873291
30.47582,236,2511.98644
103.17798,61,2512.017046
209.85278,27,2512.072109
143.43687,36,2512.221491
113.482124,70,2512.326701
184.91986,28,2512.350646
130.0227,42,2512.411866
41.976738,235,2512.411918
166.14235,40,2512.64225
183.78256,33,2512.678405
153.3415,33,2512.750792
147.10902,41,2512.838206
174.56769,50,2512.881004
173.75624,35,2513.060203
114.553955,48,2513.16352
179.14201,29,2513.20835
175.27657,37,2513.244762
25.656677,334,2513.309652
196.44002,28,2513.463458
-116.49531,317,2513.546055
-228.39552,364,2513.568316
-1353.6815,916,2513.675224
146.31148,60,2513.839809
-1108.7181,1600,2513.983523
136.17462,40,2513.992945
151.59189,37,2514.064019
156.06766,58,2514.078841
83.6307,127,2514.118265
-29.13876,242,2514.143717
-457.71082,84,2514.195287
95.64912,217,2514.306389
118.31999,44,2514.522605
149.40393,61,2514.609912
116.766464,81,2514.680646
147.51285,65,2514.791978
181.3981,35,2514.969963
159.82126,66,2514.978499
165.60197,36,2515.180471
-931.4367,1600,2515.198051
91.76772,101,2515.198097
187.07538,28,2515.519047
137.79109,75,2515.527445
156.50117,38,2515.635442
124.57484,70,2515.763422
123.38809,78,2515.871634
138.33772,60,2515.886882
172.04366,35,2515.917392
197.8029,26,2515.943716
181.57124,33,2516.282943
148.42183,38,2516.358824
129.3394,37,2516.721346
98.96307,40,2516.833506
5.9841113,322,2517.07923
-661.1322,504,2517.117516
149.28679,55,2517.434579
122.63108,69,2517.476623
-508.33093,310,2517.487703
131.14899,52,2517.726721
-149.31532,542,2517.79897
150.29893,34,2517.903432
108.55353,77,2517.979369
31.620995,313,2518.066514
106.67307,209,2518.265635
161.34145,34,2518.277514
157.06593,50,2518.292387
166.83908,39,2518.425733
139.1104,59,2518.470257
-7.7302594,237,2518.83821
147.26062,33,2518.873014
123.08902,106,2518.892255
156.42888,36,2518.921716
65.22021,68,2519.044384
6.6519823,121,2519.104993
187.0336,29,2519.25794
190.41371,38,2519.304663
154.56042,56,2519.326882
139.94601,74,2519.347597
129.09714,43,2519.378497
131.27307,52,2519.411647
167.16818,31,2519.465113
133.28903,34,2519.618093
-806.956,347,2519.657751
28.544346,324,2519.666574
195.02338,35,2519.699382
134.67873,40,2519.707144
127.765526,107,2519.786218
143.73375,44,2519.803748
145.21658,43,2519.879252
154.55948,70,2520.058712
165.80864,51,2520.065506
202.16656,33,2520.074835
156.5897,42,2520.074879
140.28378,43,2520.074887
116.019135,47,2520.212129
145.2599,78,2520.347214
167.68506,32,2520.347263
190.94649,32,2520.355437
105.27231,43,2520.43947
44.63932,117,2520.642756
162.15596,42,2520.670239
148.2752,75,2520.670286
131.86017,48,2520.723543
197.64563,31,2520.940796
72.83773,187,2520.964196
91.40971,80,2521.108125
198.2834,30,2521.236861
164.36153,66,2521.252971
-1194.675,769,2521.313292
63.19021,134,2521.362108
179.05264,32,2521.520545
129.02515,48,2521.536254
190.57764,32,2521.596515
-423.2159,61,2521.948541
-553.42584,978,2521.948631
129.2694,84,2522.085611
82.68797,56,2522.107073
97.05784,149,2522.140226
176.714,61,2522.262025
66.45341,240,2522.274514
148.61348,42,2522.384126
164.04366,36,2522.451459
148.97464,39,2522.502296
136.91275,164,2522.517252
197.6637,58,2522.528196
136.03831,106,2522.608736
112.73535,39,2522.779013
148.16495,38,2522.91683
129.67093,68,2522.94901
134.83186,70,2522.960909
-62.32384,283,2523.032646
132.74046,39,2523.047291
74.11668,55,2523.149411
81.31987,66,2523.264127
164.4773,34,2523.336402
186.9227,47,2523.536655
145.04762,47,2523.548472
-662.17413,463,2523.590818
164.76682,37,2523.601488
-449.55838,49,2523.65166
122.968124,51,2523.660048
132.93044,144,2523.667532
-449.4145,76,2523.675727
158.63539,51,2523.830905
190.48302,32,2523.894676
108.16247,47,2523.997437
139.38986,38,2524.005897
170.6706,151,2524.083252
125.93461,52,2524.145519
175.53745,34,2524.145566
-462.07205,967,2524.448632
69.06967,120,2524.54455
98.85517,118,2524.72349
137.09438,91,2524.756588
125.43457,74,2524.845961
-451.4216,84,2525.008792
138.60948,100,2525.066239
107.77133,50,2525.113252
44.61617,102,2525.211764
158.35081,34,2525.267882
153.72287,48,2525.303005
169.44913,32,2525.336019
-450.39688,57,2525.344284
91.01813,59,2525.552575
119.82402,36,2525.575732
136.60686,36,2525.635138
153.09897,36,2525.679688
54.805866,211,2525.789553
-468.13507,1183,2525.789603
132.23279,58,2525.954799
117.56396,46,2526.117832
124.213455,57,2526.17166
-121.19762,274,2526.337734
160.70065,38,2526.354378
184.5189,36,2526.491096
171.10878,28,2526.64319
146.00233,38,2526.711767
-30.627333,305,2526.759123
75.05025,62,2526.787323
175.4972,33,2526.812162
52.46424,233,2526.863556
194.10005,26,2527.06379
-1088.6522,1244,2527.096603
82.1461,141,2527.191977
108.879135,68,2527.277765
150.16284,36,2527.375056
74.54885,69,2527.415429
-296.67276,769,2527.415472
198.36569,33,2527.464754
165.74464,43,2527.464795
137.10762,83,2527.501264
83.82071,189,2527.501307
-582.82556,361,2527.556931
160.43735,39,2527.738317
137.04538,103,2527.759037
114.54336,39,2527.795293
174.96706,33,2527.843518
186.05272,31,2528.009391
123.271126,50,2528.201644
71.63691,115,2528.231404
152.78441,119,2528.353952
174.79907,46,2528.383691
187.2916,27,2528.412322
130.86655,127,2528.499579
133.77531,126,2528.531044
-308.4355,819,2528.577077
-2.884681,379,2528.577122
140.29636,44,2528.69544
127.28788,37,2528.701855
168.19511,64,2528.721999
184.88982,32,2528.772905
119.1908,42,2528.822543
127.9018,43,2528.920848
64.50465,136,2528.931545
31.949429,266,2528.953674
178.76346,32,2529.010794
102.972305,52,2529.021605
120.301865,38,2529.041862
-20.63597,393,2529.106434
167.05016,86,2529.117507
36.199875,206,2529.257019
-109.7056,392,2529.317949
184.88066,31,2529.333032
131.19092,38,2529.341321
140.8871,40,2529.400207
105.35956,69,2529.43557
152.35931,68,2529.477873
127.03156,43,2529.508925
177.94876,33,2529.598856
159.02203,34,2529.714593
167.85463,35,2529.78578
187.39061,30,2529.838059
115.18188,76,2529.974412
114.22223,109,2529.997817
192.12404,29,2530.030898
-609.5849,282,2530.123915
170.02606,142,2530.190713
187.9651,29,2530.235473
141.79378,41,2530.360832
100.02368,80,2530.371032
114.484276,69,2530.416569
171.6237,37,2530.545447
99.01666,192,2530.933926
214.46103,22,2530.933995
47.568817,178,2531.129882
73.94181,238,2531.137349
112.87952,49,2531.173888
173.29068,31,2531.193558
177.01497,33,2531.263442
194.80373,32,2531.444862
149.91144,39,2531.561941
150.8578,70,2531.671886
178.16711,32,2531.688955
154.98172,89,2531.689013
110.30665,143,2531.73589
-4.938406,230,2531.745988
133.95569,123,2531.75571
120.35933,41,2532.029231
116.04833,44,2532.037526
131.3093,45,2532.061216
154.64038,52,2532.159033
183.49742,55,2532.193492
115.992775,63,2532.257654
126.40094,140,2532.310872
155.15047,50,2532.461373
77.95071,172,2532.537556
140.04753,47,2532.568946
183.81393,34,2532.595989
136.5377,56,2532.73186
189.55748,34,2532.749224
123.881744,43,2532.902926
131.003,84,2532.92146
186.64273,56,2533.049878
77.29256,122,2533.06641
146.99156,50,2533.160047
194.0789,33,2533.182494
-81.10802,343,2533.198175
61.859715,197,2533.206286
156.34924,75,2533.233137
151.86533,68,2533.333542
189.18336,32,2533.341357
162.71811,32,2533.455857
130.22408,69,2533.503068
151.99277,47,2533.556605
-239.50336,464,2533.632876
172.05835,32,2533.707481
138.95793,58,2533.70753
171.5432,63,2533.726477
163.45508,34,2533.778103
88.249,63,2533.847595
135.82927,102,2533.892575
-444.12878,84,2533.892616
126.75488,44,2533.906826
-410.1739,79,2533.975063
118.50868,35,2533.99107
163.12595,38,2534.138578
-26.567848,442,2534.146275
135.18138,56,2534.171976
159.63629,41,2534.231889
-631.23517,577,2534.304563
136.09511,85,2534.31884
136.96568,57,2534.346172
158.48767,46,2534.34622
208.54012,30,2534.386593
96.0226,74,2534.479088
130.22058,89,2534.486904
152.32411,35,2534.513611
108.377686,45,2534.513656
146.26105,36,2534.672538
188.60243,34,2534.751584
-404.83444,55,2534.751625
166.74052,32,2534.765567
123.13271,41,2534.812176
126.38193,40,2534.827908
199.2269,30,2534.904881
211.44127,26,2534.955998
149.9989,39,2535.047116
114.86458,39,2535.123613
117.2854,48,2535.168262
181.09718,32,2535.183805
115.71476,46,2535.249224
82.425735,167,2535.297122
195.50343,30,2535.353296
199.63184,27,2535.386639
197.55591,32,2535.447122
120.09863,142,2535.454926
171.30869,31,2535.500404
-201.87213,714,2535.539394
177.7535,30,2535.539437
-507.20526,445,2535.673285
183.1711,29,2535.68072
190.47118,30,2535.741058
130.75427,48,2535.941361
161.46889,56,2536.004322
118.27878,76,2536.012188
93.70632,235,2536.263605
107.50351,64,2536.312867
171.55971,32,2536.356096
138.345,135,2536.642967
126.73141,51,2536.676509
-118.31757,322,2536.839928
31.432985,318,2536.978078
-659.9724,1338,2537.149537
117.73542,103,2537.173137
164.65582,47,2537.205558
148.6027,68,2537.2056
60.380478,182,2537.234077
-500.31,277,2537.353197
183.7853,27,2537.412781
93.30828,202,2537.451791
117.871124,69,2537.506755
138.95795,38,2537.530425
144.23872,43,2537.538339
147.35522,39,2537.652823
127.8844,38,2537.704323
124.36723,37,2537.738528
159.07828,35,2537.810737
163.93788,40,2537.819262
141.78018,39,2537.836185
162.3185,93,2537.876786
161.46518,44,2538.000665
182.24673,34,2538.008481
154.32726,42,2538.043378
167.94078,34,2538.08469
-115.298195,549,2538.164646
166.11076,35,2538.313807
114.97012,41,2538.331473
167.28346,42,2538.331512
124.997696,65,2538.347578
90.18566,79,2538.439216
140.71654,37,2538.602378
113.09903,45,2538.6809
121.33873,127,2538.870577
71.52682,107,2538.912013
128.02245,68,2538.965834
97.08486,85,2539.012499
120.569695,110,2539.019017
129.62505,67,2539.126189
178.14938,30,2539.24315
104.383354,58,2539.372599
154.06932,70,2539.423176
136.02206,54,2539.450689
176.33887,37,2539.552807
173.36449,31,2539.715307
-138.16867,633,2539.883486
116.93116,39,2540.021162
110.98648,170,2540.045448
165.20895,38,2540.171738
-540.497,383,2540.198599
117.79256,39,2540.319368
199.18794,29,2540.39908
135.11287,63,2540.531
126.951454,40,2540.632009
154.16808,70,2540.749866
99.89019,49,2540.796062
-106.59325,533,2540.857824
-667.0955,577,2540.877432
-4430.28,1600,2540.884245
-390.80466,46,2540.908754
-171.19518,614,2540.977504
125.218,40,2541.078886
117.070564,56,2541.461606
-606.7723,269,2541.490983
173.79265,45,2541.574082
116.65106,42,2541.582252
170.76318,34,2541.706985
168.2661,57,2541.785711
65.84692,72,2541.811415
206.68916,35,2541.85202
100.12289,75,2541.866739
-56.47774,267,2541.929203
73.186066,279,2541.979356
148.42117,50,2541.987313
103.5175,71,2542.027051
179.20668,29,2542.113118
113.6025,40,2542.151118
109.04946,48,2542.192992
102.31277,87,2542.199783
110.508446,43,2542.212944
-421.8492,67,2542.256442
175.30121,34,2542.256507
174.72632,30,2542.272951
89.61129,68,2542.462757
127.352776,40,2542.487277
175.3698,49,2542.487323
-633.11414,480,2542.511606
191.5162,33,2542.519261
115.710304,39,2542.554455
93.98154,48,2542.57878
166.24153,59,2542.602142
178.19823,35,2542.751088
194.84178,28,2542.784562
144.45836,36,2542.784609
-111.632324,416,2542.826129
151.82521,37,2542.826171
105.8255,51,2542.928594
-400.15054,45,2542.944039
98.36351,87,2542.944086
177.6706,34,2543.09016
136.06203,44,2543.099589
122.40716,65,2543.123658
174.56822,40,2543.27153
147.95631,66,2543.367615
197.97997,36,2543.409144
-148.20706,436,2543.417052
87.67147,179,2543.437249
63.108532,65,2543.468105
126.174034,88,2543.509602
130.9915,88,2543.509645
143.46088,70,2543.524108
129.50739,60,2543.631703
182.43086,37,2543.672886
171.11996,36,2543.702795
-425.3903,57,2543.744803
184.01306,40,2543.744865
163.00691,37,2543.808309
88.31193,208,2543.875423
102.18433,49,2544.020807
64.77177,70,2544.028766
161.50568,65,2544.045674
161.73123,39,2544.053727
153.6974,38,2544.164377
121.426956,73,2544.312155
155.11256,42,2544.357421
179.0863,37,2544.460101
140.61322,109,2544.561373
-449.98874,68,2544.583969
193.10793,33,2544.621087
-387.79742,80,2544.674668
-659.26904,271,2544.674715
127.52114,58,2544.781084
55.68395,174,2544.829042
166.62198,34,2544.845321
173.60922,36,2544.890631
-10.798292,223,2544.903801
200.79721,34,2544.961633
196.68019,35,2544.969684
92.941864,155,2545.049964
153.60796,39,2545.214318
127.16804,76,2545.258644
140.57907,38,2545.291489
152.41466,67,2545.377479
125.321465,49,2545.45347
163.42781,32,2545.469423
155.17587,91,2545.525627
131.14551,43,2545.711425
181.25027,37,2545.735371
-410.22464,122,2545.880821
80.80119,143,2546.096083
80.78153,320,2546.221592
104.43084,62,2546.221635
95.91011,128,2546.255685
117.237335,70,2546.26371
88.49581,116,2546.3794
169.98776,41,2547.35701
-67.22602,387,2547.376024
64.04556,181,2547.486081
98.334236,60,2547.521257
159.90825,66,2547.687679
45.416256,265,2547.743879
131.76472,41,2547.846934
-137.23138,394,2547.941857
191.06242,37,2547.973629
93.20937,131,2548.051244
149.96072,34,2548.210901
89.68094,131,2548.403018
149.313,37,2548.487834
120.31709,72,2548.529892
-384.7337,103,2548.629179
45.321,175,2548.835696
81.231094,48,2548.843935
116.71705,53,2548.929165
164.51984,70,2548.936159
163.37013,39,2548.936203
149.76567,37,2549.141901
140.69614,35,2549.228116
-65.41298,308,2549.297992
-880.451,1600,2549.339255
22.872541,206,2549.348055
120.56201,71,2549.533097
182.4135,49,2549.556531
191.91576,28,2549.589048
153.81468,34,2549.626104
141.1298,47,2549.692974
197.7084,38,2549.83699
169.12132,35,2549.871169
-1595.5491,1600,2549.928138
64.272415,52,2550.10615
178.02089,34,2550.134652
-599.9164,292,2550.376584
193.48535,34,2550.396273
128.15778,144,2550.413542
138.95874,71,2550.42232
147.2986,40,2550.484846
208.96213,28,2550.715769
162.26685,36,2550.726191
145.0413,38,2550.734865
160.55428,68,2550.9584
140.52112,38,2551.043462
156.7518,40,2551.071259
-654.40607,549,2551.078792
-638.46155,507,2551.094143
-68.96219,271,2551.1024
93.7239,210,2551.30135
118.51994,71,2551.335764
134.8158,112,2551.344388
168.96849,56,2551.426624
174.15094,42,2551.426666
152.18413,49,2551.510939
198.0901,31,2551.586483
-429.9662,1202,2551.615358
167.23708,34,2551.6154
162.66806,66,2551.634749
102.32294,49,2551.699366
-401.16318,39,2551.743227
134.58528,43,2551.857349
79.49939,103,2551.907093
202.75304,29,2551.934553
144.385,43,2551.934599
46.235867,67,2551.96849
-95.83271,369,2551.988099
106.604576,50,2552.030638
147.18968,60,2552.12544
193.56015,29,2552.180125
174.96707,31,2552.197361
144.96452,45,2552.229337
170.79257,35,2552.261053
88.3518,155,2553.101311
192.46864,29,2553.148341
197.73029,30,2553.205336
117.932274,85,2553.220746
184.6415,39,2553.323331
196.93285,36,2553.330313
137.61165,64,2553.330357
117.46301,69,2553.330365
-412.29355,64,2553.490759
204.59976,26,2553.532002
154.83453,42,2553.539808
-345.74567,801,2553.547674
105.63138,47,2553.596516
150.1665,38,2553.633719
115.78941,58,2553.778383
183.67276,27,2553.793304
96.68751,90,2553.802342
142.09294,41,2553.957877
150.60213,60,2553.964458
118.835266,80,2553.964498
136.18886,61,2554.032058
97.9195,189,2554.218573
179.90202,31,2554.281147
106.01175,102,2554.343818
79.22142,48,2554.352803
82.18173,106,2554.386488
64.237114,72,2554.527371
162.41013,36,2554.614772
154.79883,54,2554.69342
-628.7496,535,2554.751867
172.16435,31,2554.760116
141.10033,107,2554.803392
184.14384,37,2554.911102
177.82465,28,2554.919062
123.03268,74,2554.955715
46.603325,150,2554.969407
166.77568,36,2555.224982
130.15247,60,2555.225028
97.48888,116,2555.24259
114.636986,133,2555.242635
167.79637,66,2555.268739
158.40944,41,2555.284008
179.21982,40,2555.541117
126.44434,81,2555.541157
162.62843,47,2555.597102
133.0806,42,2555.597151
121.947876,44,2555.627193
135.82614,50,2555.634798
20.629768,249,2555.752064
165.84048,33,2555.854952
162.95905,42,2555.869913
140.30797,39,2555.901975
176.29124,38,2555.92697
121.0873,40,2555.952114
56.16672,142,2556.015874
31.13384,378,2556.115418
184.82243,37,2556.150575
-547.68835,306,2556.218335
136.35715,88,2556.239536
145.87706,49,2556.29984
131.56061,37,2556.317164
163.44456,52,2556.349488
154.32349,40,2556.477235
-183.23482,719,2556.501901
156.77728,35,2556.531663
145.37154,34,2556.628759
118.03614,46,2556.691302
120.12263,100,2556.753227
157.72487,36,2556.762229
142.93831,58,2556.762266
191.59483,26,2556.827186
130.0881,52,2556.908766
117.371445,148,2556.933662
200.96889,30,2556.993277
195.98921,42,2557.018295
160.53448,35,2557.042785
54.23565,121,2557.094029
113.1879,113,2557.125219
139.4045,76,2557.133571
115.724815,50,2557.236873
190.8341,43,2557.273927
178.26285,34,2557.282095
45.137665,267,2557.381644
181.13843,45,2557.495786
-799.0575,640,2557.505435
-211.78949,343,2557.537904
146.33624,52,2557.644499
136.62778,44,2557.723224
125.12501,58,2557.73245
189.10974,35,2557.763856
41.728348,99,2557.811343
137.15417,49,2557.885878
115.95985,98,2557.92153
138.40956,39,2558.036089
114.5974,70,2559.480391
92.80428,168,2559.506612
119.49244,40,2559.608793
119.550285,122,2559.641807
149.96712,69,2559.692944
142.54933,67,2559.710753
107.626526,51,2559.737378
130.31738,64,2559.73744
83.38167,160,2559.737458
146.4247,89,2559.771465
-407.08752,55,2559.897265
193.54315,29,2559.982073
103.96962,77,2560.143136
160.17348,35,2560.172604
139.006,58,2560.181947
-842.6409,1600,2560.259767
146.34451,70,2560.329016
68.13005,78,2560.360325
122.91933,62,2560.465921
166.16354,42,2560.473556
164.83853,42,2560.514351
52.743114,271,2560.521644
43.587494,105,2560.576448
149.56541,74,2560.753128
115.939026,43,2560.802613
92.86231,145,2560.837047
152.26096,64,2560.852277
104.69151,50,2560.956837
128.64911,57,2560.956882
144.3256,63,2560.995229
36.6704,182,2561.087634
114.313156,35,2561.119752
145.9228,35,2561.136449
187.31883,29,2561.190698
171.1913,37,2561.256263
196.70682,36,2561.291921
46.240055,70,2561.309697
5.6676493,231,2561.337338
123.588234,66,2561.33738
-6.8217363,216,2561.337388
153.41217,40,2561.422107
127.38353,57,2561.602954
144.81088,50,2561.621684
149.8351,43,2561.631634
104.67856,163,2561.649912
149.35555,51,2561.73798
161.08466,47,2561.747647
165.04912,51,2561.756442
172.59155,31,2561.889585
-8.752749,210,2561.969763
187.99953,29,2561.993423
176.91568,32,2562.002761
72.084885,84,2562.054026
100.799866,48,2562.054068
80.073555,74,2562.054075
139.08554,57,2562.107419
126.57023,52,2562.174517
190.99892,25,2562.254705
80.66822,80,2562.271002
156.53375,39,2562.286244
32.87584,223,2562.28629
189.42612,49,2562.396004
136.46385,36,2562.396047
177.12317,29,2562.404351
-1003.3328,1600,2562.411994
94.1946,54,2562.484962
159.31703,85,2562.570279
115.06455,66,2562.578272
62.469425,81,2562.644451
165.44492,52,2562.668419
119.63004,57,2562.728739
133.08846,56,2562.739584
172.92197,33,2562.755071
110.81465,53,2562.81761
200.50816,30,2562.817657
146.06262,36,2562.954398
153.29944,36,2563.009309
99.94552,79,2563.032558
189.91025,28,2563.042323
41.8696,82,2563.051036
171.04897,34,2563.091609
-395.68848,48,2563.115222
152.62079,60,2563.22103
201.65079,29,2563.269873
109.978325,50,2563.428632
160.57045,55,2563.428679
174.01915,66,2563.46141
113.76805,55,2563.501401
197.7869,27,2563.661799
106.992676,157,2563.792059
152.83655,83,2563.898343
162.97066,58,2563.955853
177.7899,31,2564.032794
110.95405,56,2564.098742
166.36467,48,2564.385389
-432.04395,81,2564.729074
108.572044,64,2564.796432
176.9278,30,2564.96468
103.758705,50,2564.998801
-6.8145137,233,2565.039248
39.237164,198,2565.177553
158.00952,53,2565.221009
-34.908646,226,2565.392891
156.61052,62,2565.486094
-43.790047,370,2565.501928
114.6415,46,2565.535397
-1049.3632,861,2565.562391
-93.63839,323,2565.835443
172.63399,41,2565.866772
164.7285,39,2565.874546
114.75064,49,2565.911473
180.23566,56,2565.95137
-705.67316,1064,2565.983021
-45.592045,561,2566.013641
89.51675,125,2566.047412
-86.464355,241,2566.072126
199.03716,32,2566.105112
-42.152916,350,2566.16839
152.29007,44,2566.230383
-109.86149,158,2566.230428
-434.90045,61,2566.356731
154.08961,35,2566.373244
136.39824,61,2566.388898
136.09892,56,2566.42264
155.53424,52,2566.454508
154.18803,37,2566.461126
124.00055,50,2566.461165
150.4933,37,2566.530399
123.52363,71,2566.578838
101.36322,148,2566.586762
121.45514,49,2566.627862
176.75423,32,2566.63935
213.85934,24,2566.666481
202.30981,39,2566.683006
173.1717,36,2566.692725
123.88278,39,2566.755286
188.82954,37,2566.77124
161.53932,36,2566.771285
192.11447,34,2566.908652
188.65134,30,2566.923721
16.4624,211,2566.923767
184.00433,40,2566.961512
108.81832,59,2567.008504
171.87877,36,2567.04894
177.31668,39,2567.070413
104.02773,50,2567.14212
124.01312,60,2567.142168
201.40955,31,2567.1677
145.5686,73,2567.176884
132.03459,40,2567.225362
